event_type,curve,fpr,tpr,auc
hypotension,clinic_lopocv,0.02711864406779661,0.3181818181818182,0.6204588255435713
hypotension,clinic_lopocv,0.07005649717514124,0.3181818181818182,0.6204588255435713
hypotension,clinic_lopocv,0.07005649717514124,0.3333333333333333,0.6204588255435713
hypotension,clinic_lopocv,0.0711864406779661,0.3333333333333333,0.6204588255435713
hypotension,clinic_lopocv,0.0711864406779661,0.3484848484848485,0.6204588255435713
hypotension,clinic_lopocv,0.07457627118644068,0.3484848484848485,0.6204588255435713
hypotension,clinic_lopocv,0.07457627118644068,0.36363636363636365,0.6204588255435713
hypotension,clinic_lopocv,0.08361581920903954,0.36363636363636365,0.6204588255435713
hypotension,clinic_lopocv,0.08587570621468926,0.36363636363636365,0.6204588255435713
hypotension,clinic_lopocv,0.08700564971751412,0.36363636363636365,0.6204588255435713
hypotension,clinic_lopocv,0.08926553672316384,0.36363636363636365,0.6204588255435713
hypotension,clinic_lopocv,0.08926553672316384,0.3787878787878788,0.6204588255435713
hypotension,clinic_lopocv,0.09152542372881356,0.3787878787878788,0.6204588255435713
hypotension,clinic_lopocv,0.09830508474576272,0.3787878787878788,0.6204588255435713
hypotension,clinic_lopocv,0.10056497175141244,0.3787878787878788,0.6204588255435713
hypotension,clinic_lopocv,0.10282485875706214,0.3787878787878788,0.6204588255435713
hypotension,clinic_lopocv,0.10508474576271186,0.3787878787878788,0.6204588255435713
hypotension,clinic_lopocv,0.11412429378531073,0.3787878787878788,0.6204588255435713
hypotension,clinic_lopocv,0.11638418079096045,0.3787878787878788,0.6204588255435713
hypotension,clinic_lopocv,0.11751412429378531,0.3787878787878788,0.6204588255435713
hypotension,clinic_lopocv,0.11751412429378531,0.3939393939393939,0.6204588255435713
hypotension,clinic_lopocv,0.11977401129943503,0.3939393939393939,0.6204588255435713
hypotension,clinic_lopocv,0.12316384180790961,0.3939393939393939,0.6204588255435713
hypotension,clinic_lopocv,0.12542372881355932,0.3939393939393939,0.6204588255435713
hypotension,clinic_lopocv,0.12655367231638417,0.3939393939393939,0.6204588255435713
hypotension,clinic_lopocv,0.1288135593220339,0.3939393939393939,0.6204588255435713
hypotension,clinic_lopocv,0.1310734463276836,0.3939393939393939,0.6204588255435713
hypotension,clinic_lopocv,0.13333333333333333,0.3939393939393939,0.6204588255435713
hypotension,clinic_lopocv,0.1344632768361582,0.3939393939393939,0.6204588255435713
hypotension,clinic_lopocv,0.1344632768361582,0.4090909090909091,0.6204588255435713
hypotension,clinic_lopocv,0.15480225988700566,0.4090909090909091,0.6204588255435713
hypotension,clinic_lopocv,0.15706214689265538,0.4090909090909091,0.6204588255435713
hypotension,clinic_lopocv,0.1615819209039548,0.4090909090909091,0.6204588255435713
hypotension,clinic_lopocv,0.1638418079096045,0.4090909090909091,0.6204588255435713
hypotension,clinic_lopocv,0.16497175141242937,0.4090909090909091,0.6204588255435713
hypotension,clinic_lopocv,0.1672316384180791,0.4090909090909091,0.6204588255435713
hypotension,clinic_lopocv,0.17175141242937852,0.4090909090909091,0.6204588255435713
